NAME,LEVEL,DC,SUBJECT,STAT,RITUAL,VOLATILE,DESCRIPTION,HIGHER-LEVEL BEHAVIOR,ID
JADE HARMONY,STANDARD,15,CRYSTALLOMANCY,LOGIC,NO,YES,"Creates an Alignment of jade, granting an aura of balance. The harmonious balancing effect prevents you from rolling more than 1 degree of failure on spells, but also prevents you from rolling more than 2 degrees of success on spells. Any effects outside the spell itself that trigger on certain numbers of degrees of failure or success are triggered based on the original results. You can only have one Alignment at a time.",You cannot roll more than (2/2/3/3/4) degrees of success on spells. Take a +1/degree bonus to your backfire roll.,spell_483NYPgZKb9Jyw4
MOONLIT MEMORIES,STANDARD,10,CRYSTALLOMANCY,LOGIC,NO,YES,"Creates an Alignment of moonstone, granting a guiding aura. The magic guides your intuition, and every hour, you can ask the GM for one insight on the current situation. You can only have one Alignment at a time. People get really attached to this alignment and start using it to seek answers like “what should I have for breakfast,” which the moonstone doesn’t really know what to do with.",You can ask the GM for one insight on the current situation once per (1 hour/30 minutes/20 minutes/10 minutes/5 minutes). Take a +1/degree bonus to your backfire roll.,spell_4849fZYtHmc6iww
LIGHT OF PASSION,BASIC,10,CRYSTALLOMANCY,LOGIC,NO,YES,"Creates an Alignment of garnet, granting a passionate aura. The magic intensifies feelings around you, and any success on a Charm check takes a +2 bonus, but any failure takes a -2 penalty. You can only have one Alignment at a time.",Any successful Charm checks take a +2/degree bonus. Take a +1/degree bonus to your backfire roll.,spell_485PUEMTNVH43KM
NATURAL GIFT,STANDARD,10,CRYSTALLOMANCY,LOGIC,NO,YES,"Creates an Alignment of citrine, granting an aura of abundance. The alignment sets you up to receive abundance, and any time you receive materials from a Downtime activity or class-learning benefit, you receive an extra 100. You can only have one Alignment at a time. It’s not going to help you with your spending habits, though.","Every time you gain materials from a Downtime activity or class-learning benefit, you gain 100/degree more materials. Take a +1/degree bonus to your backfire roll.",spell_48672A1qQTA9qXn
JET-BLACK PURITY,ADVANCED,20,CRYSTALLOMANCY,LOGIC,NO,YES,"Creates an Alignment of obsidian, granting a healing aura. Take a +2 bonus to checks to clear other people’s Conditions, and any time you would restore a non-Wound Condition stack, you restore a second stack of the same Condition. You can only have one Alignment at a time. Finally, magic to help you get over your ex. It’s popular with lesbians. Just kidding, all the crystals are popular with lesbians.","Take a +2/degree bonus to checks to clear other people’s Conditions. Whenever you clear a non-Wound Condition stack, you can clear (another/another/another/another/all) stack(s) of that Condition. Take a +1/degree bonus to your backfire roll.",spell_487YNoFtNY0fdST
TOUCH OF GENTLENESS,STANDARD,10,CRYSTALLOMANCY,LOGIC,YES,YES,"Creates an Alignment of chrysocolla, granting a soothing aura. People are less likely to be angry around you and strong emotions of all sorts will be dampened around you, and you can take a +1 to Tact checks and to any Charm checks to soothe somebody. You can only have one Alignment at a time. What’s even more effective than this spell, though, is just not being a jerk who gets people angry. But what do I know?",Take a +1/degree bonus to Tact checks and to any Charm checks to soothe somebody. Take a +1/degree bonus to your backfire roll.,spell_488aUB9hMCXZS4Z
RITUAL OF BLOOD,ADVANCED,20,CRYSTALLOMANCY,LOGIC,YES,YES,"Creates an Alignment of bloodstone, granting a restoring aura of blood magic. The alignment channels magic power inside your blood to stabilize you, and anytime you take Wound, you can clear one stack of any non-Wound condition. Take a +2 bonus to Endurance. You can only have one Alignment at a time. People under the effect of this alignment are probably the only people who can actually get rid of depression by running a lot.",Take a +2/degree bonus to Endurance. Take a +1/degree bonus to your backfire roll.,spell_4892DTo0d0Hs01z
PRISM OF THE MIND,ADVANCED,20,CRYSTALLOMANCY,LOGIC,NO,YES,"Creates an Alignment of sodalite, granting an aura of cool reason. The magic helps sort through logic and reasoning, giving a +1 bonus to Logic checks. You can only have one Alignment at a time.",Take a +1/degree bonus to Logic checks. Take a +1/degree bonus to your backfire roll.,spell_490DwWLl3661dhH
DARK COMMUNION,STANDARD,10,DEMONOLOGY,LOGIC,NO,YES,"Connects you with a demonic being that does your bidding. On success, you can do one of the following: • Gain insight into what happened here • Ask where someone who was here went • Force someone nearby to Resist Fear • Ask a question about a magic object or phenomenon • Gain one-use access to a Standard or Basic spell you don’t know","Take 1/degree option(s), and a +1/degree bonus to your backfire roll.",spell_491lVFFkTK3XyCR
DEMONIC POSSESSION,STANDARD,13,DEMONOLOGY,LOGIC,NO,NO,"Offer up your body for a demon to temporarily join with your soul. On success, a demon latches onto your soul, riding along in your body for 10 minutes. Take a +3 bonus to 2 Abilities of your choice, except for Willpower. At the GM’s discretion at points during the effect, you may need to roll Willpower, DC15, to resist the demon’s attempts to take control, doing the demon’s bidding on failure. You cannot cast this spell again until the effect ends.",Take a +(3/4+) bonus to (2/3+) Ability(ies) of your choice. Take a +1/degree bonus to your checks to resist the demon’s will.,spell_492VK7w7dTPGoVz
SUMMON LESSER DEMON,STANDARD,15,DEMONOLOGY,LOGIC,NO,NO,"Draw a twisted magic circle to summon a minor demonic creature. On success, a demonic creature that knows 3 spells of the GM’s choice in a field of magic you request appears. The creature is neutral to you and stays for 10 minutes or until you dismiss it, unless it doesn’t want to be dismissed. You’d be surprised how cooperative they aren’t.",The demon knows (3/3/4/4/5/5/6) spells across (1/1/1/2) field(s) of your choice. It is (neutral/cooperative/friendly) to you and lasts for (10 minutes/30 minutes/1 hour/2 hours/4 hours/8 hours/24 hours).,spell_493AYaNgPPoP6OD
FORGE BLOOD PACT,ADVANCED,21,DEMONOLOGY,LOGIC,YES,NO,"When you draw up a contract, each party involved can offer their blood to sign the contract. On success, the contract becomes a Blood Pact, and everyone who has signed the contract must make a Willpower check versus your spell check to ever violate it, being unable to on failure and being forced to Resist on one degree of success. A Blood Pact will only disappear if there are conditions for its completion specified in the contract.",N/A,spell_494Zl1OdB7kG7ua
DEMONIC BOND,STANDARD,15,DEMONOLOGY,LOGIC,NO,NO,"Form a connection with a demon who will whisper in your ear. On a success, you form a connection with a demon. It can perceive everything you perceive and you can hear its voice in your head. The demon may be able to give you insight, information, or even cast spells through you at your request, but it will ask you something in return. If the demon performs a check or casts a spell for you, it rolls 3/9.",The demon rolls (3/4+)/(9/11+). It will tend to give you more favorable terms on its deals with more degrees of success.,spell_495JT3qT0oyuChF
DEMONIC TRANSFORMATION,ADVANCED,24,DEMONOLOGY,LOGIC,NO,NO,"The pitch black magic of demons flows like ink through your veins, transforming you. On success, you transform into a demonic version of yourself for 10 minutes, with a +6 to all Resist checks except Doubt and the ability to reroll spell checks once each (except on backfires). Each time you Resist a Condition, the transformation extends by 5 minutes. If the transformation lasts for 30 minutes or you reach 3 stacks of Doubt, you lose control of your body to a demon for 10 minutes or until you fall unconscious.","Take a +(0/1+) to spell checks during the effect, and a +(6/7+) bonus to Resist checks other than Doubt. The transformation can last for up to (30/40/50/60) minutes before you lose control.",spell_496wBvbK1Ne4zzw
KEEPER OF DARK PROMISES,LEGENDARY,33,DEMONOLOGY,LOGIC,NO,NO,"The authority of the twisted Lady of Darkness flows from your fingertips. On a success, you take on a slight demonic appearance for the next week, and you can hear a council of powerful demons whispering in your ears. The council gives you 1 piece of information about everyone you meet for the first time since casting this spell, a secret piece of information if they have it, and you can tell if somebody has any contacts with demons by looking at them. You can form contracts as if casting Forge Blood Pact without rolling, using your check for this spell as the spell check. You may also break a Blood Pact, although it will render you and everyone else involved in the contract unconscious for 24 hours and desperately weak to the point of -6 to all checks for the next week. The council, unfortunately, also tends to weigh in on your decisions, your study practices, your love life…","You obtain 1/degree piece(s) of information about each person you meet since you cast this spell, and with more degrees of success, the council is more likely to know deeper secrets. The penalty after breaking a Blood Pact is (-6/-4/-2/-0).",spell_4978zh8kzgJeEjb
DEMONIC HAUNTING,STANDARD,16,DEMONOLOGY,LOGIC,NO,NO,"You can unleash twisting tendrils of inky black magic that thrash wildly across the environment. On success, one uncontrollable demon manifests as a spectral entity, wreaking havoc on the surroundings for up to 1 minute. Anyone caught in the haunting area must roll Willpower versus your spell check or be forced to Resist your choice of Fear or Despair. Any magic caught in the haunting becomes corrupted until the effect ends.",The effect lasts for up to (1 minute/5 minutes/15 minutes/1 hour/2 hours/4 hours/8 hours/24 hours).,spell_498T2v6oCxqrXZW
